Region,Total_births,Year
25807 Tibirita,19,2011
25807 Tibirita,8,2012
25807 Tibirita,18,2013
25807 Tibirita,8,2014
25807 Tibirita,12,2015
25807 Tibirita,17,2016
25807 Tibirita,18,2017
25815 TOCAIMA,217,2008
25815 TOCAIMA,179,2009
25815 Tocaima,191,2010
25815 Tocaima,171,2011
25815 Tocaima,173,2012
25815 Tocaima,181,2013
25815 Tocaima,163,2014
25815 Tocaima,147,2015
25815 Tocaima,123,2016
25815 Tocaima,173,2017
25817 TOCANCIPÁ,558,2008
25817 TOCANCIPÁ,537,2009
25817 Tocancipá,564,2010
25817 Tocancipá,444,2011
25817 Tocancipá,454,2012
25817 Tocancipá,497,2013
25817 Tocancipá,508,2014
25817 Tocancipá,539,2015
25817 Tocancipá,610,2016
25817 Tocancipá,563,2017
25823 TOPAIPÍ,52,2008
25823 TOPAIPÍ,36,2009
25823 Topaipí,39,2010
25823 Topaipí,24,2011
25823 Topaipí,22,2012
25823 Topaipí,29,2013
25823 Topaipí,33,2014
25823 Topaipí,24,2015
25823 Topaipí,24,2016
25823 Topaipí,31,2017
25839 UBALÁ,140,2008
25839 UBALÁ,93,2009
25839 Ubalá,75,2010
25839 Ubalá,84,2011
25839 Ubalá,82,2012
25839 Ubalá,97,2013
25839 Ubalá,55,2014
25839 Ubalá,48,2015
25839 Ubalá,61,2016
25839 Ubalá,74,2017
25841 UBAQUE,79,2008
25841 UBAQUE,81,2009
25841 Ubaque,99,2010
25841 Ubaque,107,2011
25841 Ubaque,114,2012
25841 Ubaque,88,2013
25841 Ubaque,99,2014
25841 Ubaque,93,2015
25841 Ubaque,92,2016
25841 Ubaque,110,2017
25843 VILLA DE SAN DIEGO DE UBATE,799,2008
25843 VILLA DE SAN DIEGO DE UBATE,899,2009
25843 Villa de San Diego de Ubate,756,2010
25843 Villa de San Diego de Ubate,904,2011
25843 Villa de San Diego de Ubate,888,2012
25843 Villa de San Diego de Ubate,834,2013
25843 Villa de San Diego de Ubate,645,2014
25843 Villa de San Diego de Ubate,641,2015
25843 Villa de San Diego de Ubate,619,2016
25843 Villa de San Diego de Ubate,685,2017
25845 UNE,108,2008
25845 UNE,87,2009
25845 Une,62,2010
25845 Une,85,2011
25845 Une,95,2012
25845 Une,65,2013
25845 Une,79,2014
25845 Une,80,2015
25845 Une,81,2016
25845 Une,78,2017
25851 ÚTICA,49,2008
25851 ÚTICA,35,2009
25851 Útica,30,2010
25851 Útica,45,2011
25851 Útica,50,2012
25851 Útica,29,2013
25851 Útica,37,2014
25851 Útica,27,2015
25851 Útica,23,2016
25851 Útica,27,2017
25862 VERGARA,79,2008
25862 VERGARA,54,2009
25862 Vergara,78,2010
25862 Vergara,57,2011
25862 Vergara,71,2012
25862 Vergara,50,2013
25862 Vergara,37,2014
25862 Vergara,33,2015
25862 Vergara,40,2016
25862 Vergara,33,2017
25867 VIANÍ,42,2008
25867 VIANÍ,48,2009
25867 Vianí,46,2010
25867 Vianí,49,2011
25867 Vianí,44,2012
25867 Vianí,35,2013
25867 Vianí,38,2014
25867 Vianí,44,2015
25867 Vianí,34,2016
25867 Vianí,37,2017
25871 VILLAGÓMEZ,28,2008
25871 VILLAGÓMEZ,18,2009
25871 Villagómez,18,2010
25871 Villagómez,14,2011
25871 Villagómez,13,2012
25871 Villagómez,11,2013
25871 Villagómez,11,2014
25871 Villagómez,12,2015
25871 Villagómez,19,2016
25871 Villagómez,12,2017
25873 VILLAPINZÓN,264,2008
25873 VILLAPINZÓN,249,2009
25873 Villapinzón,208,2010
25873 Villapinzón,196,2011
25873 Villapinzón,195,2012
25873 Villapinzón,235,2013
25873 Villapinzón,213,2014
25873 Villapinzón,167,2015
25873 Villapinzón,226,2016
25873 Villapinzón,207,2017
25875 VILLETA,372,2008
25875 VILLETA,383,2009
25875 Villeta,378,2010
25875 Villeta,367,2011
25875 Villeta,394,2012
25875 Villeta,360,2013
25875 Villeta,373,2014
25875 Villeta,326,2015
25875 Villeta,296,2016
25875 Villeta,312,2017
25878 VIOTÁ,160,2008
25878 VIOTÁ,167,2009
25878 Viotá,157,2010
25878 Viotá,164,2011
25878 Viotá,154,2012
25878 Viotá,143,2013
25878 Viotá,138,2014
25878 Viotá,135,2015
25878 Viotá,115,2016
25878 Viotá,133,2017
25885 YACOPÍ,146,2008
25885 YACOPÍ,181,2009
25885 Yacopí,136,2010
25885 Yacopí,125,2011
25885 Yacopí,113,2012
25885 Yacopí,78,2013
25885 Yacopí,100,2014
25885 Yacopí,98,2015
25885 Yacopí,77,2016
25885 Yacopí,80,2017
25898 ZIPACÓN,38,2008
25898 ZIPACÓN,53,2009
25898 Zipacón,58,2010
25898 Zipacón,46,2011
25898 Zipacón,32,2012
25898 Zipacón,43,2013
25898 Zipacón,55,2014
25898 Zipacón,48,2015
25898 Zipacón,48,2016
25898 Zipacón,42,2017
25899 ZIPAQUIRÁ,1922,2008
25899 ZIPAQUIRÁ,1870,2009
25899 Zipaquirá,1791,2010
25899 Zipaquirá,1709,2011
25899 Zipaquirá,1751,2012
25899 Zipaquirá,1687,2013
25899 Zipaquirá,1780,2014
25899 Zipaquirá,1806,2015
25899 Zipaquirá,1851,2016
25899 Zipaquirá,1883,2017
25999 SIN INFORMACIÓN,131,2008
25999 SIN INFORMACIÓN,131,2009
27001 QUIBDÓ,2701,2008
27001 QUIBDÓ,2757,2009
27001 Quibdó,2656,2010
27001 Quibdó,3175,2011
27001 Quibdó,3339,2012
27001 Quibdó,3350,2013
27001 Quibdó,3641,2014
27001 Quibdó,3493,2015
27001 Quibdó,2953,2016
27001 Quibdó,3221,2017
27006 ACANDÍ,190,2008
27006 ACANDÍ,167,2009
27006 Acandí,150,2010
27006 Acandí,191,2011
27006 Acandí,180,2012
27006 Acandí,204,2013
27006 Acandí,207,2014
27006 Acandí,180,2015
27006 Acandí,175,2016
27006 Acandí,163,2017
27025 ALTO BAUDÓ,54,2008
27025 ALTO BAUDÓ,48,2009
27025 Alto Baudó,49,2010
27025 Alto Baudó,47,2011
27025 Alto Baudó,49,2012
27025 Alto Baudó,71,2013
27025 Alto Baudó,44,2014
27025 Alto Baudó,46,2015
27025 Alto Baudó,66,2016
27025 Alto Baudó,91,2017
27050 ATRATO,83,2008
27050 ATRATO,72,2009
27050 Atrato,61,2010
27050 Atrato,61,2011
27050 Atrato,80,2012
27050 Atrato,88,2013
27050 Atrato,90,2014
27050 Atrato,76,2015
27050 Atrato,55,2016
27050 Atrato,62,2017
27073 BAGADÓ,47,2008
27073 BAGADÓ,34,2009
27073 Bagadó,43,2010
27073 Bagadó,71,2011
27073 Bagadó,65,2012
27073 Bagadó,114,2013
27073 Bagadó,205,2014
27073 Bagadó,143,2015
27073 Bagadó,123,2016
27073 Bagadó,168,2017
27075 BAHÍA SOLANO,97,2008
27075 BAHÍA SOLANO,119,2009
27075 Bahía Solano,101,2010
27075 Bahía Solano,111,2011
27075 Bahía Solano,116,2012
27075 Bahía Solano,116,2013
27075 Bahía Solano,148,2014
27075 Bahía Solano,114,2015
27075 Bahía Solano,100,2016
27075 Bahía Solano,148,2017
27077 BAJO BAUDÓ,73,2008
27077 BAJO BAUDÓ,57,2009
27077 Bajo Baudó,92,2010
27077 Bajo Baudó,73,2011
27077 Bajo Baudó,26,2012
27077 Bajo Baudó,63,2013
27077 Bajo Baudó,68,2014
27077 Bajo Baudó,51,2015
27077 Bajo Baudó,57,2016
27077 Bajo Baudó,86,2017
27099 BOJAYÁ,25,2008
27099 BOJAYÁ,40,2009
27099 Bojayá,45,2010
27099 Bojayá,70,2011
27099 Bojayá,61,2012
27099 Bojayá,69,2013
27099 Bojayá,77,2014
27099 Bojayá,145,2015
27099 Bojayá,119,2016
27099 Bojayá,82,2017
27135 EL CANTÓN DEL SAN PABLO,28,2008
27135 EL CANTÓN DEL SAN PABLO,30,2009
27135 El Cantón del San Pablo,51,2010
27135 El Cantón del San Pablo,73,2011
27135 El Cantón del San Pablo,53,2012
27135 El Cantón del San Pablo,80,2013
27135 El Cantón del San Pablo,78,2014
27135 El Cantón del San Pablo,78,2015
27135 El Cantón del San Pablo,63,2016
27135 El Cantón del San Pablo,55,2017
27150 CARMEN DEL DARIÉN,31,2008
27150 CARMEN DEL DARIÉN,41,2009
27150 Carmen del Darién,60,2010
27150 Carmen del Darién,69,2011
27150 Carmen del Darién,60,2012
27150 Carmen del Darién,58,2013
27150 Carmen del Darién,70,2014
27150 Carmen del Darién,70,2015
27150 Carmen del Darién,56,2016
27150 Carmen del Darién,89,2017
27160 CÉRTEGUI,47,2008
27160 CÉRTEGUI,59,2009
27160 Cértegui,49,2010
27160 Cértegui,55,2011
27160 Cértegui,73,2012
27160 Cértegui,77,2013
27160 Cértegui,67,2014
27160 Cértegui,66,2015
27160 Cértegui,52,2016
27160 Cértegui,51,2017
27205 CONDOTO,185,2008
27205 CONDOTO,185,2009
27205 Condoto,165,2010
27205 Condoto,181,2011
27205 Condoto,199,2012
27205 Condoto,210,2013
27205 Condoto,233,2014
27205 Condoto,204,2015
27205 Condoto,160,2016
27205 Condoto,161,2017
27245 EL CARMEN DE ATRATO,72,2008
27245 EL CARMEN DE ATRATO,74,2009
27245 El Carmen de Atrato,73,2010
27245 El Carmen de Atrato,72,2011
27245 El Carmen de Atrato,86,2012
27245 El Carmen de Atrato,77,2013
27245 El Carmen de Atrato,79,2014
27245 El Carmen de Atrato,99,2015
27245 El Carmen de Atrato,79,2016
27245 El Carmen de Atrato,105,2017
27250 EL LITORAL DEL SAN JUAN,21,2008
27250 EL LITORAL DEL SAN JUAN,26,2009
27250 El Litoral del San Juan,17,2010
27250 El Litoral del San Juan,10,2011
27250 El Litoral del San Juan,14,2012
27250 El Litoral del San Juan,19,2013
27250 El Litoral del San Juan,39,2014
27250 El Litoral del San Juan,30,2015
27250 El Litoral del San Juan,31,2016
27250 El Litoral del San Juan,28,2017
27361 ISTMINA,405,2008
27361 ISTMINA,402,2009
27361 Istmina,410,2010
27361 Istmina,317,2011
27361 Istmina,443,2012
27361 Istmina,629,2013
27361 Istmina,651,2014
27361 Istmina,486,2015
27361 Istmina,452,2016
27361 Istmina,456,2017
27372 JURADÓ,44,2008
27372 JURADÓ,32,2009
27372 Juradó,61,2010
27372 Juradó,20,2011
27372 Juradó,41,2012
27372 Juradó,18,2013
27372 Juradó,34,2014
27372 Juradó,34,2015
27372 Juradó,24,2016
27372 Juradó,20,2017
27413 LLORÓ,89,2008
27413 LLORÓ,88,2009
27413 Lloró,99,2010
27413 Lloró,126,2011
27413 Lloró,93,2012
27413 Lloró,123,2013
27413 Lloró,125,2014
27413 Lloró,113,2015
27413 Lloró,94,2016
27413 Lloró,95,2017
27425 MEDIO ATRATO,41,2008
27425 MEDIO ATRATO,26,2009
27425 Medio Atrato,43,2010
27425 Medio Atrato,45,2011
27425 Medio Atrato,45,2012
27425 Medio Atrato,39,2013
27425 Medio Atrato,33,2014
27425 Medio Atrato,54,2015
27425 Medio Atrato,49,2016
27425 Medio Atrato,54,2017
27430 MEDIO BAUDÓ,33,2008
27430 MEDIO BAUDÓ,23,2009
27430 Medio Baudó,56,2010
27430 Medio Baudó,39,2011
27430 Medio Baudó,39,2012
27430 Medio Baudó,47,2013
27430 Medio Baudó,57,2014
27430 Medio Baudó,74,2015
27430 Medio Baudó,69,2016
27430 Medio Baudó,74,2017
27450 MEDIO SAN JUAN,183,2008
27450 MEDIO SAN JUAN,148,2009
27450 Medio San Juan,119,2010
27450 Medio San Juan,99,2011
27450 Medio San Juan,85,2012
27450 Medio San Juan,79,2013
27450 Medio San Juan,72,2014
27450 Medio San Juan,98,2015
27450 Medio San Juan,87,2016
27450 Medio San Juan,82,2017
27491 NÓVITA,41,2008
27491 NÓVITA,48,2009
27491 Nóvita,49,2010
27491 Nóvita,55,2011
27491 Nóvita,50,2012
27491 Nóvita,73,2013
27491 Nóvita,101,2014
27491 Nóvita,64,2015
27491 Nóvita,49,2016
27491 Nóvita,77,2017
27495 NUQUÍ,67,2008
27495 NUQUÍ,58,2009
27495 Nuquí,65,2010
27495 Nuquí,99,2011
27495 Nuquí,50,2012
27495 Nuquí,76,2013
27495 Nuquí,58,2014
27495 Nuquí,38,2015
27495 Nuquí,48,2016
27495 Nuquí,54,2017
27580 RÍO IRÓ,18,2008
27580 RÍO IRÓ,30,2009
27580 Río Iró,30,2010
27580 Río Iró,50,2011
27580 Río Iró,30,2012
27580 Río Iró,44,2013
27580 Río Iró,47,2014
27580 Río Iró,45,2015
27580 Río Iró,39,2016
27580 Río Iró,29,2017
27600 RÍO QUITO,71,2008
27600 RÍO QUITO,62,2009
27600 Río Quito,89,2010
27600 Río Quito,71,2011
27600 Río Quito,78,2012
27600 Río Quito,85,2013
27600 Río Quito,91,2014
27600 Río Quito,96,2015
27600 Río Quito,80,2016
27600 Río Quito,88,2017
27615 RIOSUCIO,240,2008
27615 RIOSUCIO,241,2009
27615 Riosucio,329,2010
27615 Riosucio,252,2011
27615 Riosucio,251,2012
27615 Riosucio,290,2013
27615 Riosucio,184,2014
27615 Riosucio,202,2015
27615 Riosucio,245,2016
27615 Riosucio,264,2017
27660 SAN JOSÉ DEL PALMAR,105,2008
27660 SAN JOSÉ DEL PALMAR,108,2009
27660 San José del Palmar,109,2010
27660 San José del Palmar,92,2011
27660 San José del Palmar,60,2012
27660 San José del Palmar,74,2013
27660 San José del Palmar,99,2014
27660 San José del Palmar,81,2015
27660 San José del Palmar,99,2016
27660 San José del Palmar,73,2017
27745 SIPÍ,37,2008
27745 SIPÍ,39,2009
27745 Sipí,62,2010
27745 Sipí,61,2011
27745 Sipí,40,2012
27745 Sipí,36,2013
27745 Sipí,46,2014
27745 Sipí,35,2015
27745 Sipí,41,2016
27745 Sipí,21,2017
27787 TADÓ,268,2008
27787 TADÓ,231,2009
27787 Tadó,234,2010
27787 Tadó,308,2011
27787 Tadó,294,2012
27787 Tadó,236,2013
27787 Tadó,271,2014
27787 Tadó,231,2015
27787 Tadó,228,2016
27787 Tadó,229,2017
27800 UNGUÍA,161,2008
27800 UNGUÍA,123,2009
27800 Unguía,135,2010
27800 Unguía,146,2011
27800 Unguía,142,2012
27800 Unguía,172,2013
27800 Unguía,141,2014
27800 Unguía,167,2015
27800 Unguía,95,2016
27800 Unguía,116,2017
27810 UNIÓN PANAMERICANA,51,2008
27810 UNIÓN PANAMERICANA,86,2009
27810 Unión Panamericana,62,2010
27810 Unión Panamericana,67,2011
27810 Unión Panamericana,91,2012
27810 Unión Panamericana,89,2013
27810 Unión Panamericana,93,2014
27810 Unión Panamericana,86,2015
27810 Unión Panamericana,67,2016
27810 Unión Panamericana,58,2017
27999 SIN INFORMACIÓN,60,2008
27999 SIN INFORMACIÓN,63,2009
41001 NEIVA,6573,2008
41001 NEIVA,6326,2009
41001 Neiva,5917,2010
41001 Neiva,6729,2011
41001 Neiva,7145,2012
41001 Neiva,7046,2013
41001 Neiva,6884,2014
41001 Neiva,6791,2015
41001 Neiva,6457,2016
41001 Neiva,6412,2017
41006 ACEVEDO,647,2008
41006 ACEVEDO,657,2009
41006 Acevedo,674,2010
41006 Acevedo,642,2011
41006 Acevedo,710,2012
41006 Acevedo,679,2013
41006 Acevedo,569,2014
41006 Acevedo,579,2015
41006 Acevedo,624,2016
41006 Acevedo,602,2017
41013 AGRADO,162,2008
41013 AGRADO,162,2009
41013 Agrado,169,2010
41013 Agrado,173,2011
41013 Agrado,184,2012
41013 Agrado,142,2013
41013 Agrado,154,2014
41013 Agrado,172,2015
41013 Agrado,163,2016
41013 Agrado,156,2017
41016 AIPE,330,2008
41016 AIPE,305,2009
41016 Aipe,298,2010
41016 Aipe,288,2011
41016 Aipe,320,2012
41016 Aipe,305,2013
41016 Aipe,294,2014
41016 Aipe,272,2015
41016 Aipe,240,2016
41016 Aipe,288,2017
41020 ALGECIRAS,479,2008
41020 ALGECIRAS,443,2009
41020 Algeciras,412,2010
41020 Algeciras,401,2011
41020 Algeciras,343,2012
41020 Algeciras,364,2013
41020 Algeciras,376,2014
41020 Algeciras,387,2015
41020 Algeciras,308,2016
41020 Algeciras,339,2017
41026 ALTAMIRA,49,2008
41026 ALTAMIRA,56,2009
41026 Altamira,59,2010
41026 Altamira,49,2011
41026 Altamira,46,2012
41026 Altamira,48,2013
41026 Altamira,41,2014
41026 Altamira,56,2015
41026 Altamira,51,2016
41026 Altamira,50,2017
41078 BARAYA,153,2008
41078 BARAYA,138,2009
41078 Baraya,81,2010
41078 Baraya,107,2011
41078 Baraya,98,2012
41078 Baraya,105,2013
41078 Baraya,100,2014
41078 Baraya,81,2015
41078 Baraya,70,2016
41078 Baraya,75,2017
41132 CAMPOALEGRE,573,2008
41132 CAMPOALEGRE,551,2009
41132 Campoalegre,474,2010
41132 Campoalegre,517,2011
41132 Campoalegre,520,2012
41132 Campoalegre,614,2013
41132 Campoalegre,526,2014
41132 Campoalegre,445,2015
41132 Campoalegre,439,2016
41132 Campoalegre,512,2017
41206 COLOMBIA,138,2008
41206 COLOMBIA,138,2009
41206 Colombia,117,2010
41206 Colombia,103,2011
41206 Colombia,130,2012
41206 Colombia,115,2013
41206 Colombia,111,2014
41206 Colombia,91,2015
41206 Colombia,121,2016
41206 Colombia,115,2017
41244 ELÍAS,45,2008
41244 ELÍAS,52,2009
41244 Elías,41,2010
41244 Elías,50,2011
41244 Elías,63,2012
41244 Elías,45,2013
41244 Elías,61,2014
41244 Elías,41,2015
41244 Elías,50,2016
41244 Elías,47,2017
41298 GARZÓN,1486,2008
41298 GARZÓN,1326,2009
41298 Garzón,1299,2010
41298 Garzón,1310,2011
41298 Garzón,1434,2012
41298 Garzón,1332,2013
41298 Garzón,1436,2014
41298 Garzón,1308,2015
41298 Garzón,1316,2016
41298 Garzón,1363,2017
41306 GIGANTE,440,2008
41306 GIGANTE,403,2009
41306 Gigante,373,2010
41306 Gigante,379,2011
41306 Gigante,437,2012
41306 Gigante,400,2013
41306 Gigante,377,2014
41306 Gigante,377,2015
41306 Gigante,388,2016
41306 Gigante,361,2017
41319 GUADALUPE,341,2008
41319 GUADALUPE,330,2009
41319 Guadalupe,324,2010
41319 Guadalupe,335,2011
41319 Guadalupe,350,2012
41319 Guadalupe,332,2013
41319 Guadalupe,328,2014
41319 Guadalupe,337,2015
41319 Guadalupe,290,2016
41319 Guadalupe,291,2017
41349 HOBO,110,2008
41349 HOBO,115,2009
41349 Hobo,114,2010
41349 Hobo,114,2011
41349 Hobo,123,2012
41349 Hobo,160,2013
41349 Hobo,141,2014
41349 Hobo,128,2015
41349 Hobo,142,2016
41349 Hobo,117,2017
41357 IQUIRA,203,2008
41357 IQUIRA,211,2009
41357 Iquira,192,2010
41357 Iquira,165,2011
41357 Iquira,164,2012
41357 Iquira,159,2013
41357 Iquira,180,2014
41357 Iquira,200,2015
41357 Iquira,207,2016
41357 Iquira,211,2017
41359 ISNOS,413,2008
41359 ISNOS,398,2009
41359 Isnos,401,2010
41359 Isnos,449,2011
41359 Isnos,429,2012
41359 Isnos,429,2013
41359 Isnos,407,2014
41359 Isnos,450,2015
41359 Isnos,418,2016
41359 Isnos,421,2017
41378 LA ARGENTINA,315,2008
41378 LA ARGENTINA,259,2009
41378 La Argentina,250,2010
41378 La Argentina,260,2011
41378 La Argentina,271,2012
41378 La Argentina,252,2013
41378 La Argentina,228,2014
41378 La Argentina,216,2015
41378 La Argentina,196,2016
41378 La Argentina,234,2017
41396 LA PLATA,1173,2008
41396 LA PLATA,1223,2009
41396 La Plata,1192,2010
41396 La Plata,1233,2011
41396 La Plata,1190,2012
41396 La Plata,1167,2013
41396 La Plata,1209,2014
41396 La Plata,1203,2015
41396 La Plata,1328,2016
41396 La Plata,1243,2017
41483 NÁTAGA,116,2008
41483 NÁTAGA,105,2009
41483 Nátaga,124,2010
41483 Nátaga,102,2011
41483 Nátaga,120,2012
41483 Nátaga,119,2013
41483 Nátaga,110,2014
41483 Nátaga,101,2015
41483 Nátaga,128,2016
41483 Nátaga,125,2017
41503 OPORAPA,267,2008
41503 OPORAPA,255,2009
41503 Oporapa,238,2010
41503 Oporapa,276,2011
41503 Oporapa,261,2012
41503 Oporapa,259,2013
41503 Oporapa,236,2014
41503 Oporapa,210,2015
41503 Oporapa,219,2016
41503 Oporapa,211,2017
41518 PAICOL,90,2008
41518 PAICOL,79,2009
41518 Paicol,96,2010
41518 Paicol,82,2011
41518 Paicol,103,2012
41518 Paicol,90,2013
41518 Paicol,102,2014
41518 Paicol,86,2015
41518 Paicol,99,2016
41518 Paicol,94,2017
41524 PALERMO,399,2008
41524 PALERMO,366,2009
41524 Palermo,332,2010
41524 Palermo,361,2011
41524 Palermo,347,2012
41524 Palermo,355,2013
41524 Palermo,375,2014
41524 Palermo,394,2015
41524 Palermo,352,2016
41524 Palermo,379,2017
41530 PALESTINA,222,2008
41530 PALESTINA,236,2009
41530 Palestina,217,2010
41530 Palestina,238,2011
41530 Palestina,250,2012
41530 Palestina,229,2013
41530 Palestina,219,2014
41530 Palestina,175,2015
41530 Palestina,211,2016
41530 Palestina,220,2017
41548 PITAL,221,2008
41548 PITAL,247,2009
41548 Pital,241,2010
41548 Pital,258,2011
41548 Pital,279,2012
41548 Pital,263,2013
41548 Pital,255,2014
41548 Pital,258,2015
41548 Pital,255,2016
41548 Pital,258,2017
41551 PITALITO,2671,2008
41551 PITALITO,2506,2009
41551 Pitalito,2300,2010
41551 Pitalito,2524,2011
41551 Pitalito,2639,2012
41551 Pitalito,2723,2013
41551 Pitalito,2612,2014
41551 Pitalito,2408,2015
41551 Pitalito,2495,2016
41551 Pitalito,2690,2017
41615 RIVERA,327,2008
41615 RIVERA,302,2009
41615 Rivera,259,2010
41615 Rivera,312,2011
41615 Rivera,298,2012
41615 Rivera,333,2013
41615 Rivera,309,2014
41615 Rivera,297,2015
41615 Rivera,347,2016
41615 Rivera,308,2017
41660 SALADOBLANCO,231,2008
41660 SALADOBLANCO,245,2009
41660 Saladoblanco,259,2010
41660 Saladoblanco,229,2011
41660 Saladoblanco,250,2012
41660 Saladoblanco,242,2013
41660 Saladoblanco,224,2014
41660 Saladoblanco,252,2015
41660 Saladoblanco,257,2016
41660 Saladoblanco,228,2017
41668 SAN AGUSTÍN,541,2008
41668 SAN AGUSTÍN,507,2009
41668 San Agustín,490,2010
41668 San Agustín,507,2011
41668 San Agustín,546,2012
41668 San Agustín,549,2013
41668 San Agustín,501,2014
41668 San Agustín,503,2015
41668 San Agustín,547,2016
41668 San Agustín,525,2017
41676 SANTA MARÍA,206,2008
41676 SANTA MARÍA,219,2009
41676 Santa María,208,2010
41676 Santa María,172,2011
41676 Santa María,194,2012
41676 Santa María,220,2013
41676 Santa María,205,2014
41676 Santa María,201,2015
41676 Santa María,190,2016
41676 Santa María,199,2017
41770 SUAZA,258,2008
41770 SUAZA,320,2009
41770 Suaza,319,2010
41770 Suaza,297,2011
41770 Suaza,359,2012
41770 Suaza,361,2013
41770 Suaza,307,2014
41770 Suaza,324,2015
41770 Suaza,361,2016
41770 Suaza,394,2017
41791 TARQUI,299,2008
41791 TARQUI,307,2009
41791 Tarqui,255,2010
41791 Tarqui,294,2011
41791 Tarqui,299,2012
41791 Tarqui,313,2013
41791 Tarqui,259,2014
41791 Tarqui,275,2015
41791 Tarqui,277,2016
41791 Tarqui,300,2017
41797 TESALIA,172,2008
41797 TESALIA,175,2009
41797 Tesalia,172,2010
41797 Tesalia,197,2011
41797 Tesalia,185,2012
41797 Tesalia,179,2013
41797 Tesalia,199,2014
41797 Tesalia,158,2015
41797 Tesalia,133,2016
41797 Tesalia,148,2017
41799 TELLO,176,2008
41799 TELLO,189,2009
41799 Tello,190,2010
41799 Tello,187,2011
41799 Tello,166,2012
41799 Tello,164,2013
41799 Tello,172,2014
41799 Tello,166,2015
41799 Tello,147,2016
41799 Tello,163,2017
41801 TERUEL,156,2008
41801 TERUEL,129,2009
41801 Teruel,125,2010
41801 Teruel,149,2011
41801 Teruel,136,2012
41801 Teruel,137,2013
41801 Teruel,127,2014
41801 Teruel,135,2015
41801 Teruel,123,2016
41801 Teruel,114,2017
41807 TIMANÁ,346,2008
41807 TIMANÁ,320,2009
41807 Timaná,310,2010
41807 Timaná,301,2011
41807 Timaná,334,2012
41807 Timaná,301,2013
41807 Timaná,332,2014
41807 Timaná,291,2015
41807 Timaná,291,2016
41807 Timaná,317,2017
41872 VILLAVIEJA,105,2008
41872 VILLAVIEJA,90,2009
41872 Villavieja,77,2010
41872 Villavieja,114,2011
41872 Villavieja,109,2012
41872 Villavieja,97,2013
41872 Villavieja,92,2014
41872 Villavieja,76,2015
41872 Villavieja,88,2016
41872 Villavieja,75,2017
41885 YAGUARÁ,116,2008
41885 YAGUARÁ,102,2009
41885 Yaguará,99,2010
41885 Yaguará,109,2011
41885 Yaguará,111,2012
41885 Yaguará,104,2013
41885 Yaguará,115,2014
41885 Yaguará,99,2015
41885 Yaguará,107,2016
41885 Yaguará,104,2017
41999 SIN INFORMACIÓN,6,2008
41999 SIN INFORMACIÓN,23,2009
44001 RIOHACHA,4373,2008
44001 RIOHACHA,4087,2009
44001 Riohacha,3950,2010
44001 Riohacha,4254,2011
44001 Riohacha,4533,2012
44001 Riohacha,4517,2013
44001 Riohacha,4992,2014
44001 Riohacha,5110,2015
44001 Riohacha,5444,2016
44001 Riohacha,5740,2017
44035 ALBANIA,338,2008
44035 ALBANIA,372,2009
44035 Albania,438,2010
44035 Albania,358,2011
44035 Albania,354,2012
44035 Albania,295,2013
44035 Albania,313,2014
44035 Albania,325,2015
44035 Albania,307,2016
44035 Albania,377,2017
44078 BARRANCAS,541,2008
44078 BARRANCAS,480,2009
44078 Barrancas,373,2010
44078 Barrancas,376,2011
44078 Barrancas,529,2012
44078 Barrancas,562,2013
44078 Barrancas,512,2014
44078 Barrancas,593,2015
44078 Barrancas,533,2016
44078 Barrancas,569,2017
44090 DIBULLA,401,2008
44090 DIBULLA,413,2009
44090 Dibulla,353,2010
44090 Dibulla,439,2011
44090 Dibulla,454,2012
44090 Dibulla,371,2013
44090 Dibulla,316,2014
44090 Dibulla,286,2015
44090 Dibulla,243,2016
44090 Dibulla,306,2017
44098 DISTRACCIÓN,185,2008
44098 DISTRACCIÓN,178,2009
44098 Distracción,194,2010
44098 Distracción,169,2011
44098 Distracción,210,2012
44098 Distracción,185,2013
44098 Distracción,181,2014
44098 Distracción,177,2015
44098 Distracción,208,2016
44098 Distracción,174,2017
44110 EL MOLINO,105,2008
44110 EL MOLINO,97,2009
44110 El Molino,112,2010
44110 El Molino,104,2011
44110 El Molino,104,2012
44110 El Molino,86,2013
44110 El Molino,92,2014
44110 El Molino,104,2015
44110 El Molino,106,2016
44110 El Molino,91,2017
44279 FONSECA,612,2008
44279 FONSECA,658,2009
44279 Fonseca,664,2010
44279 Fonseca,680,2011
44279 Fonseca,691,2012
44279 Fonseca,634,2013
44279 Fonseca,669,2014
44279 Fonseca,793,2015
44279 Fonseca,717,2016
44279 Fonseca,746,2017
44378 HATONUEVO,267,2008
44378 HATONUEVO,250,2009
44378 Hatonuevo,229,2010
44378 Hatonuevo,256,2011
44378 Hatonuevo,327,2012
44378 Hatonuevo,302,2013
44378 Hatonuevo,295,2014
44378 Hatonuevo,308,2015
44378 Hatonuevo,306,2016
44378 Hatonuevo,394,2017
44420 LA JAGUA DEL PILAR,26,2008
44420 LA JAGUA DEL PILAR,30,2009
44420 La Jagua del Pilar,20,2010
44420 La Jagua del Pilar,36,2011
44420 La Jagua del Pilar,38,2012
44420 La Jagua del Pilar,34,2013
44420 La Jagua del Pilar,41,2014
44420 La Jagua del Pilar,33,2015
44420 La Jagua del Pilar,36,2016
44420 La Jagua del Pilar,37,2017
44430 MAICAO,2918,2008
44430 MAICAO,3023,2009
44430 Maicao,2776,2010
