Region,Total_births,Year
73585 Purificación,327,2010
73585 Purificación,335,2011
73585 Purificación,339,2012
73585 Purificación,318,2013
73585 Purificación,291,2014
73585 Purificación,285,2015
73585 Purificación,277,2016
73585 Purificación,272,2017
73616 RIOBLANCO,443,2008
73616 RIOBLANCO,388,2009
73616 Rioblanco,327,2010
73616 Rioblanco,353,2011
73616 Rioblanco,377,2012
73616 Rioblanco,359,2013
73616 Rioblanco,405,2014
73616 Rioblanco,393,2015
73616 Rioblanco,359,2016
73616 Rioblanco,372,2017
73622 RONCESVALLES,106,2008
73622 RONCESVALLES,84,2009
73622 Roncesvalles,71,2010
73622 Roncesvalles,89,2011
73622 Roncesvalles,85,2012
73622 Roncesvalles,79,2013
73622 Roncesvalles,79,2014
73622 Roncesvalles,70,2015
73622 Roncesvalles,74,2016
73622 Roncesvalles,74,2017
73624 ROVIRA,445,2008
73624 ROVIRA,422,2009
73624 Rovira,410,2010
73624 Rovira,391,2011
73624 Rovira,445,2012
73624 Rovira,426,2013
73624 Rovira,362,2014
73624 Rovira,393,2015
73624 Rovira,309,2016
73624 Rovira,322,2017
73671 SALDAÑA,248,2008
73671 SALDAÑA,248,2009
73671 Saldaña,221,2010
73671 Saldaña,199,2011
73671 Saldaña,225,2012
73671 Saldaña,203,2013
73671 Saldaña,193,2014
73671 Saldaña,148,2015
73671 Saldaña,146,2016
73671 Saldaña,176,2017
73675 SAN ANTONIO,285,2008
73675 SAN ANTONIO,260,2009
73675 San Antonio,240,2010
73675 San Antonio,223,2011
73675 San Antonio,222,2012
73675 San Antonio,190,2013
73675 San Antonio,216,2014
73675 San Antonio,198,2015
73675 San Antonio,202,2016
73675 San Antonio,202,2017
73678 SAN LUIS,171,2008
73678 SAN LUIS,163,2009
73678 San Luis,150,2010
73678 San Luis,134,2011
73678 San Luis,140,2012
73678 San Luis,141,2013
73678 San Luis,133,2014
73678 San Luis,124,2015
73678 San Luis,109,2016
73678 San Luis,130,2017
73686 SANTA ISABEL,127,2008
73686 SANTA ISABEL,111,2009
73686 Santa Isabel,99,2010
73686 Santa Isabel,108,2011
73686 Santa Isabel,104,2012
73686 Santa Isabel,74,2013
73686 Santa Isabel,68,2014
73686 Santa Isabel,83,2015
73686 Santa Isabel,64,2016
73686 Santa Isabel,69,2017
73770 SUÁREZ,49,2008
73770 SUÁREZ,46,2009
73770 Suárez,49,2010
73770 Suárez,37,2011
73770 Suárez,40,2012
73770 Suárez,38,2013
73770 Suárez,45,2014
73770 Suárez,35,2015
73770 Suárez,37,2016
73770 Suárez,29,2017
73854 VALLE DE SAN JUAN,57,2008
73854 VALLE DE SAN JUAN,70,2009
73854 Valle de San Juan,58,2010
73854 Valle de San Juan,62,2011
73854 Valle de San Juan,51,2012
73854 Valle de San Juan,48,2013
73854 Valle de San Juan,50,2014
73854 Valle de San Juan,41,2015
73854 Valle de San Juan,48,2016
73854 Valle de San Juan,48,2017
73861 VENADILLO,238,2008
73861 VENADILLO,227,2009
73861 Venadillo,176,2010
73861 Venadillo,180,2011
73861 Venadillo,174,2012
73861 Venadillo,193,2013
73861 Venadillo,169,2014
73861 Venadillo,139,2015
73861 Venadillo,136,2016
73861 Venadillo,137,2017
73870 VILLAHERMOSA,183,2008
73870 VILLAHERMOSA,153,2009
73870 Villahermosa,139,2010
73870 Villahermosa,125,2011
73870 Villahermosa,123,2012
73870 Villahermosa,114,2013
73870 Villahermosa,113,2014
73870 Villahermosa,102,2015
73870 Villahermosa,106,2016
73870 Villahermosa,99,2017
73873 VILLARRICA,79,2008
73873 VILLARRICA,65,2009
73873 Villarrica,97,2010
73873 Villarrica,79,2011
73873 Villarrica,60,2012
73873 Villarrica,69,2013
73873 Villarrica,76,2014
73873 Villarrica,63,2015
73873 Villarrica,66,2016
73873 Villarrica,53,2017
73999 SIN INFORMACIÓN,20,2008
73999 SIN INFORMACIÓN,11,2009
76001 CALI,30749,2008
76001 CALI,29940,2009
76001 Cali,28296,2010
76001 Cali,29496,2011
76001 Cali,29080,2012
76001 Cali,27496,2013
76001 Cali,27750,2014
76001 Cali,27318,2015
76001 Cali,26180,2016
76001 Cali,26573,2017
76020 ALCALÁ,186,2008
76020 ALCALÁ,165,2009
76020 Alcalá,150,2010
76020 Alcalá,206,2011
76020 Alcalá,174,2012
76020 Alcalá,197,2013
76020 Alcalá,158,2014
76020 Alcalá,162,2015
76020 Alcalá,176,2016
76020 Alcalá,175,2017
76036 ANDALUCÍA,218,2008
76036 ANDALUCÍA,204,2009
76036 Andalucía,225,2010
76036 Andalucía,224,2011
76036 Andalucía,223,2012
76036 Andalucía,204,2013
76036 Andalucía,224,2014
76036 Andalucía,229,2015
76036 Andalucía,206,2016
76036 Andalucía,239,2017
76041 ANSERMANUEVO,287,2008
76041 ANSERMANUEVO,304,2009
76041 Ansermanuevo,303,2010
76041 Ansermanuevo,262,2011
76041 Ansermanuevo,287,2012
76041 Ansermanuevo,236,2013
76041 Ansermanuevo,219,2014
76041 Ansermanuevo,213,2015
76041 Ansermanuevo,215,2016
76041 Ansermanuevo,211,2017
76054 ARGELIA,76,2008
76054 ARGELIA,79,2009
76054 Argelia,79,2010
76054 Argelia,77,2011
76054 Argelia,83,2012
76054 Argelia,75,2013
76054 Argelia,60,2014
76054 Argelia,64,2015
76054 Argelia,60,2016
76054 Argelia,51,2017
76100 BOLÍVAR,174,2008
76100 BOLÍVAR,140,2009
76100 Bolívar,164,2010
76100 Bolívar,146,2011
76100 Bolívar,120,2012
76100 Bolívar,93,2013
76100 Bolívar,112,2014
76100 Bolívar,122,2015
76100 Bolívar,123,2016
76100 Bolívar,152,2017
76109 BUENAVENTURA,5692,2008
76109 BUENAVENTURA,5482,2009
76109 Buenaventura,5091,2010
76109 Buenaventura,5652,2011
76109 Buenaventura,6022,2012
76109 Buenaventura,4707,2013
76109 Buenaventura,5547,2014
76109 Buenaventura,4999,2015
76109 Buenaventura,4911,2016
76109 Buenaventura,5136,2017
76111 GUADALAJARA DE BUGA,1679,2008
76111 GUADALAJARA DE BUGA,1538,2009
